x,y,r,g,b,opacity
59,52,255,255,255,0.00392156862745098
60,52,255,255,255,0.00392156862745098
61,52,255,255,255,0.00392156862745098
62,52,255,255,255,0.00392156862745098
63,52,255,255,255,0.00392156862745098
64,52,255,255,255,0.00392156862745098
65,52,255,255,255,0.00392156862745098
66,52,255,255,255,0.00392156862745098
67,52,255,255,255,0.00784313725490196
68,52,255,255,255,0.00784313725490196
69,52,255,255,255,0.00784313725490196
70,52,255,255,255,0.01568627450980392
71,52,254,254,255,0.023529411764705882
72,52,254,254,254,0.0392156862745098
73,52,253,253,254,0.06666666666666667
74,52,251,252,253,0.10980392156862745
75,52,251,251,253,0.16862745098039217
76,52,248,249,252,0.24313725490196078
77,52,246,247,251,0.3333333333333333
78,52,236,239,248,0.43137254901960786
79,52,220,225,246,0.5254901960784314
80,52,218,223,244,0.6196078431372549
81,52,228,232,245,0.6980392156862745
82,52,218,223,242,0.7725490196078432
83,52,207,212,239,0.803921568627451
84,52,236,238,249,0.24313725490196078
0,53,255,255,255,0.011764705882352941
1,53,193,197,219,0.5137254901960784
2,53,110,118,152,0.7529411764705882
3,53,161,167,195,0.6784313725490196
4,53,218,223,246,0.611764705882353
5,53,218,224,247,0.5411764705882353
6,53,227,231,248,0.4666666666666667
7,53,235,238,250,0.3803921568627451
8,53,242,244,251,0.3058823529411765
9,53,246,247,252,0.23137254901960785
10,53,248,249,253,0.1607843137254902
11,53,250,251,253,0.10588235294117647
12,53,252,252,254,0.06666666666666667
13,53,254,254,254,0.03529411764705882
14,53,254,254,255,0.0196078431372549
15,53,255,255,255,0.00784313725490196
16,53,255,255,255,0.00392156862745098
17,53,255,255,255,0.00392156862745098
18,53,255,255,255,0.00392156862745098
19,53,255,255,255,0.00392156862745098
20,53,255,255,255,0.00392156862745098
21,53,255,255,255,0.00392156862745098
22,53,255,255,255,0.00392156862745098
23,53,255,255,255,0.00392156862745098
24,53,255,255,255,0.00392156862745098
25,53,255,255,255,0.00392156862745098
26,53,255,255,255,0.00392156862745098
27,53,255,255,255,0.00392156862745098
28,53,255,255,255,0.00392156862745098
29,53,255,255,255,0.00392156862745098
30,53,255,255,255,0.00392156862745098
31,53,255,255,255,0.00392156862745098
53,53,255,255,255,0.00392156862745098
54,53,255,255,255,0.00392156862745098
55,53,255,255,255,0.00392156862745098
56,53,255,255,255,0.00392156862745098
57,53,255,255,255,0.00392156862745098
58,53,255,255,255,0.00392156862745098
59,53,255,255,255,0.00392156862745098
60,53,255,255,255,0.00392156862745098
61,53,255,255,255,0.00392156862745098
62,53,255,255,255,0.00392156862745098
63,53,255,255,255,0.00392156862745098
64,53,255,255,255,0.00392156862745098
65,53,255,255,255,0.00392156862745098
66,53,255,255,255,0.00392156862745098
67,53,255,255,255,0.00784313725490196
68,53,255,255,255,0.00784313725490196
69,53,255,255,255,0.011764705882352941
70,53,255,255,255,0.01568627450980392
71,53,254,254,255,0.027450980392156862
72,53,254,254,254,0.050980392156862744
73,53,253,253,254,0.08235294117647059
74,53,252,252,253,0.12941176470588237
75,53,251,251,253,0.19215686274509805
76,53,248,249,251,0.27058823529411763
77,53,243,244,249,0.36470588235294116
78,53,232,235,248,0.4588235294117647
79,53,219,224,247,0.5490196078431373
80,53,220,225,247,0.6431372549019608
81,53,231,235,246,0.7176470588235294
82,53,213,219,241,0.7843137254901961
83,53,204,212,240,0.7333333333333333
84,53,246,247,252,0.11764705882352941
1,54,218,222,235,0.35294117647058826
2,54,114,123,156,0.7647058823529411
3,54,145,152,180,0.6980392156862745
4,54,214,220,242,0.6313725490196078
5,54,217,222,245,0.5607843137254902
6,54,223,228,248,0.48627450980392156
7,54,232,235,250,0.403921568627451
8,54,239,241,251,0.32941176470588235
9,54,244,245,251,0.25882352941176473
10,54,247,248,252,0.18823529411764706
11,54,249,250,253,0.12941176470588237
12,54,251,252,254,0.08235294117647059
13,54,253,253,254,0.047058823529411764
14,54,254,254,255,0.027450980392156862
15,54,255,255,255,0.01568627450980392
16,54,255,255,255,0.00784313725490196
17,54,255,255,255,0.00392156862745098
18,54,255,255,255,0.00392156862745098
19,54,255,255,255,0.00392156862745098
20,54,255,255,255,0.00392156862745098
21,54,255,255,255,0.00392156862745098
22,54,255,255,255,0.00392156862745098
23,54,255,255,255,0.00392156862745098
24,54,255,255,255,0.00392156862745098
25,54,255,255,255,0.00392156862745098
26,54,255,255,255,0.00392156862745098
27,54,255,255,255,0.00392156862745098
28,54,255,255,255,0.00392156862745098
29,54,255,255,255,0.00392156862745098
30,54,255,255,255,0.00392156862745098
31,54,255,255,255,0.00392156862745098
32,54,255,255,255,0.00392156862745098
33,54,255,255,255,0.00392156862745098
51,54,255,255,255,0.00392156862745098
52,54,255,255,255,0.00392156862745098
53,54,255,255,255,0.00392156862745098
54,54,255,255,255,0.00392156862745098
55,54,255,255,255,0.00392156862745098
56,54,255,255,255,0.00392156862745098
57,54,255,255,255,0.00392156862745098
58,54,255,255,255,0.00392156862745098
59,54,255,255,255,0.00392156862745098
60,54,255,255,255,0.00392156862745098
61,54,255,255,255,0.00392156862745098
62,54,255,255,255,0.00392156862745098
63,54,255,255,255,0.00392156862745098
64,54,255,255,255,0.00392156862745098
65,54,255,255,255,0.00392156862745098
66,54,255,255,255,0.00784313725490196
67,54,255,255,255,0.00784313725490196
68,54,255,255,255,0.00784313725490196
69,54,255,255,255,0.01568627450980392
70,54,254,254,255,0.0196078431372549
71,54,254,254,255,0.03529411764705882
72,54,254,254,254,0.06274509803921569
73,54,253,253,254,0.09803921568627451
74,54,252,252,253,0.14901960784313725
75,54,250,250,252,0.2196078431372549
76,54,247,248,250,0.30196078431372547
77,54,241,243,248,0.39215686274509803
78,54,230,233,248,0.48627450980392156
79,54,220,224,246,0.5725490196078431
80,54,219,223,246,0.6588235294117647
81,54,229,232,248,0.7333333333333333
82,54,210,215,241,0.807843137254902
83,54,208,214,239,0.6
84,54,252,253,254,0.03137254901960784
1,55,241,242,249,0.1803921568627451
2,55,132,140,170,0.7294117647058823
3,55,124,132,164,0.7254901960784313
4,55,203,207,232,0.6509803921568628
5,55,216,222,246,0.5843137254901961
6,55,220,225,246,0.5098039215686274
7,55,226,230,248,0.43529411764705883
8,55,235,238,250,0.3568627450980392
9,55,241,243,251,0.2823529411764706
10,55,245,246,252,0.21568627450980393
11,55,248,249,253,0.15294117647058825
12,55,250,251,253,0.10196078431372549
13,55,252,253,254,0.06274509803921569
14,55,254,254,254,0.0392156862745098
15,55,254,254,255,0.0196078431372549
16,55,255,255,255,0.011764705882352941
17,55,255,255,255,0.00392156862745098
18,55,255,255,255,0.00392156862745098
19,55,255,255,255,0.00392156862745098
20,55,255,255,255,0.00392156862745098
21,55,255,255,255,0.00392156862745098
22,55,255,255,255,0.00392156862745098
23,55,255,255,255,0.00392156862745098
24,55,255,255,255,0.00392156862745098
25,55,255,255,255,0.00392156862745098
26,55,255,255,255,0.00392156862745098
27,55,255,255,255,0.00392156862745098
28,55,255,255,255,0.00392156862745098
29,55,255,255,255,0.00392156862745098
30,55,255,255,255,0.00392156862745098
31,55,255,255,255,0.00392156862745098
32,55,255,255,255,0.00392156862745098
33,55,255,255,255,0.00392156862745098
34,55,255,255,255,0.00392156862745098
35,55,255,255,255,0.00392156862745098
47,55,255,255,255,0.00392156862745098
48,55,255,255,255,0.00392156862745098
49,55,255,255,255,0.00392156862745098
50,55,255,255,255,0.00392156862745098
51,55,255,255,255,0.00392156862745098
52,55,255,255,255,0.00392156862745098
53,55,255,255,255,0.00392156862745098
54,55,255,255,255,0.00392156862745098
55,55,255,255,255,0.00392156862745098
56,55,255,255,255,0.00392156862745098
57,55,255,255,255,0.00392156862745098
58,55,255,255,255,0.00392156862745098
59,55,255,255,255,0.00392156862745098
60,55,255,255,255,0.00392156862745098
61,55,255,255,255,0.00392156862745098
62,55,255,255,255,0.00392156862745098
63,55,255,255,255,0.00392156862745098
64,55,255,255,255,0.00392156862745098
65,55,255,255,255,0.00392156862745098
66,55,255,255,255,0.00784313725490196
67,55,255,255,255,0.00784313725490196
68,55,255,255,255,0.011764705882352941
69,55,255,255,255,0.01568627450980392
70,55,254,254,255,0.027450980392156862
71,55,254,254,254,0.047058823529411764
72,55,253,253,254,0.07450980392156863
73,55,253,253,254,0.11764705882352941
74,55,251,251,253,0.17647058823529413
75,55,249,250,252,0.24705882352941178
76,55,245,246,249,0.32941176470588235
77,55,239,241,249,0.4235294117647059
78,55,230,233,247,0.5137254901960784
79,55,223,226,244,0.6
80,55,222,227,245,0.6784313725490196
81,55,224,227,244,0.7490196078431373
82,55,204,212,238,0.8196078431372549
83,55,221,225,243,0.4117647058823529
1,56,253,253,255,0.050980392156862744
2,56,158,164,191,0.611764705882353
3,56,106,113,147,0.7529411764705882
4,56,189,195,219,0.6705882352941176
5,56,213,220,245,0.611764705882353
6,56,216,221,244,0.5372549019607843
7,56,222,227,246,0.4666666666666667
8,56,233,236,251,0.38823529411764707
9,56,239,241,252,0.3137254901960784
10,56,242,244,251,0.24313725490196078
11,56,246,247,252,0.1803921568627451
12,56,249,250,253,0.12549019607843137
13,56,251,252,254,0.08235294117647059
14,56,253,253,254,0.050980392156862744
15,56,254,254,255,0.03137254901960784
16,56,255,255,255,0.01568627450980392
17,56,255,255,255,0.00784313725490196
18,56,255,255,255,0.00392156862745098
19,56,255,255,255,0.00392156862745098
20,56,255,255,255,0.00392156862745098
21,56,255,255,255,0.00392156862745098
22,56,255,255,255,0.00392156862745098
23,56,255,255,255,0.00392156862745098
24,56,255,255,255,0.00392156862745098
25,56,255,255,255,0.00392156862745098
26,56,255,255,255,0.00392156862745098
27,56,255,255,255,0.00392156862745098
28,56,255,255,255,0.00392156862745098
29,56,255,255,255,0.00392156862745098
30,56,255,255,255,0.00392156862745098
31,56,255,255,255,0.00392156862745098
32,56,255,255,255,0.00392156862745098
33,56,255,255,255,0.00392156862745098
34,56,255,255,255,0.00392156862745098
35,56,255,255,255,0.00392156862745098
36,56,255,255,255,0.00392156862745098
37,56,255,255,255,0.00392156862745098
38,56,255,255,255,0.00392156862745098
39,56,255,255,255,0.00392156862745098
40,56,255,255,255,0.00392156862745098
41,56,255,255,255,0.00392156862745098
42,56,255,255,255,0.00392156862745098
43,56,255,255,255,0.00392156862745098
44,56,255,255,255,0.00392156862745098
45,56,255,255,255,0.00392156862745098
46,56,255,255,255,0.00392156862745098
47,56,255,255,255,0.00392156862745098
48,56,255,255,255,0.00392156862745098
49,56,255,255,255,0.00392156862745098
50,56,255,255,255,0.00392156862745098
51,56,255,255,255,0.00392156862745098
52,56,255,255,255,0.00392156862745098
53,56,255,255,255,0.00392156862745098
54,56,255,255,255,0.00392156862745098
55,56,255,255,255,0.00392156862745098
56,56,255,255,255,0.00392156862745098
57,56,255,255,255,0.00392156862745098
58,56,255,255,255,0.00392156862745098
59,56,255,255,255,0.00392156862745098
60,56,255,255,255,0.00392156862745098
61,56,255,255,255,0.00392156862745098
62,56,255,255,255,0.00392156862745098
63,56,255,255,255,0.00392156862745098
64,56,255,255,255,0.00392156862745098
65,56,255,255,255,0.00392156862745098
66,56,255,255,255,0.00784313725490196
67,56,255,255,255,0.00784313725490196
68,56,255,255,255,0.011764705882352941
69,56,254,254,255,0.0196078431372549
70,56,254,254,255,0.03529411764705882
71,56,254,254,254,0.058823529411764705
72,56,253,253,254,0.09411764705882353
73,56,253,253,254,0.1411764705882353
74,56,251,251,253,0.2
75,56,249,249,251,0.27450980392156865
76,56,245,245,249,0.3607843137254902
77,56,235,237,247,0.45098039215686275
78,56,228,232,246,0.5372549019607843
79,56,230,232,246,0.6274509803921569
80,56,233,235,247,0.6980392156862745
81,56,226,230,246,0.7647058823529411
82,56,199,206,235,0.7725490196078432
83,56,237,239,248,0.20784313725490197
2,57,201,205,221,0.403921568627451
3,57,104,113,146,0.7647058823529411
4,57,167,173,198,0.6901960784313725
5,57,218,223,246,0.6313725490196078
6,57,213,219,244,0.5686274509803921
7,57,220,225,245,0.49411764705882355
8,57,228,232,249,0.4235294117647059
9,57,235,238,250,0.34901960784313724
10,57,239,241,251,0.27450980392156865
11,57,243,245,252,0.20784313725490197
12,57,247,248,252,0.14901960784313725
13,57,250,251,253,0.10196078431372549
14,57,252,252,254,0.07058823529411765
15,57,253,254,254,0.043137254901960784
16,57,254,254,255,0.023529411764705882
17,57,255,255,255,0.01568627450980392
18,57,255,255,255,0.00784313725490196
19,57,255,255,255,0.00392156862745098
20,57,255,255,255,0.00392156862745098
21,57,255,255,255,0.00392156862745098
22,57,255,255,255,0.00392156862745098
23,57,255,255,255,0.00392156862745098
24,57,255,255,255,0.00392156862745098
25,57,255,255,255,0.00392156862745098
26,57,255,255,255,0.00392156862745098
27,57,255,255,255,0.00392156862745098
28,57,255,255,255,0.00392156862745098
29,57,255,255,255,0.00392156862745098
30,57,255,255,255,0.00392156862745098
31,57,255,255,255,0.00392156862745098
32,57,255,255,255,0.00392156862745098
33,57,255,255,255,0.00392156862745098
34,57,255,255,255,0.00392156862745098
35,57,255,255,255,0.00392156862745098
36,57,255,255,255,0.00392156862745098
37,57,255,255,255,0.00392156862745098
38,57,255,255,255,0.00392156862745098
39,57,255,255,255,0.00392156862745098
40,57,255,255,255,0.00392156862745098
41,57,255,255,255,0.00392156862745098
42,57,255,255,255,0.00392156862745098
43,57,255,255,255,0.00392156862745098
44,57,255,255,255,0.00392156862745098
45,57,255,255,255,0.00392156862745098
46,57,255,255,255,0.00392156862745098
47,57,255,255,255,0.00392156862745098
48,57,255,255,255,0.00392156862745098
49,57,255,255,255,0.00392156862745098
50,57,255,255,255,0.00392156862745098
51,57,255,255,255,0.00392156862745098
52,57,255,255,255,0.00392156862745098
53,57,255,255,255,0.00392156862745098
54,57,255,255,255,0.00392156862745098
55,57,255,255,255,0.00392156862745098
56,57,255,255,255,0.00392156862745098
57,57,255,255,255,0.00392156862745098
58,57,255,255,255,0.00392156862745098
59,57,255,255,255,0.00392156862745098
60,57,255,255,255,0.00392156862745098
61,57,255,255,255,0.00392156862745098
62,57,255,255,255,0.00392156862745098
63,57,255,255,255,0.00392156862745098
64,57,255,255,255,0.00392156862745098
65,57,255,255,255,0.00784313725490196
66,57,255,255,255,0.00784313725490196
67,57,255,255,255,0.011764705882352941
68,57,255,255,255,0.01568627450980392
69,57,254,254,255,0.027450980392156862
70,57,254,254,254,0.043137254901960784
71,57,254,254,254,0.07058823529411765
72,57,253,253,254,0.10980392156862745
73,57,253,253,254,0.1607843137254902
74,57,250,251,252,0.23137254901960785
75,57,247,248,250,0.3058823529411765
76,57,242,243,248,0.396078431372549
77,57,232,235,248,0.4823529411764706
78,57,230,232,247,0.5647058823529412
79,57,234,237,245,0.6431372549019608
80,57,238,241,248,0.7176470588235294
81,57,223,226,244,0.792156862745098
82,57,204,209,234,0.6431372549019608
83,57,250,250,253,0.054901960784313725
2,58,237,238,246,0.1843137254901961
3,58,127,134,166,0.7254901960784313
4,58,137,142,174,0.7176470588235294
5,58,216,222,241,0.6549019607843137
6,58,217,222,245,0.592156862745098
7,58,216,221,244,0.5215686274509804
8,58,223,227,246,0.45098039215686275
9,58,230,233,248,0.3843137254901961
10,58,236,239,250,0.30980392156862746
11,58,241,243,251,0.23921568627450981
12,58,245,246,252,0.17647058823529413
13,58,249,250,253,0.12549019607843137
14,58,251,252,254,0.08627450980392157
15,58,253,253,254,0.054901960784313725
16,58,254,254,254,0.03529411764705882
17,58,254,254,255,0.0196078431372549
18,58,255,255,255,0.011764705882352941
19,58,255,255,255,0.00784313725490196
20,58,255,255,255,0.00392156862745098
21,58,255,255,255,0.00392156862745098
22,58,255,255,255,0.00392156862745098
23,58,255,255,255,0.00392156862745098
24,58,255,255,255,0.00392156862745098
25,58,255,255,255,0.00392156862745098
26,58,255,255,255,0.00392156862745098
27,58,255,255,255,0.00392156862745098
28,58,255,255,255,0.00392156862745098
29,58,255,255,255,0.00392156862745098
30,58,255,255,255,0.00392156862745098
31,58,255,255,255,0.00392156862745098
32,58,255,255,255,0.00392156862745098
33,58,255,255,255,0.00392156862745098
34,58,255,255,255,0.00392156862745098
35,58,255,255,255,0.00392156862745098
36,58,255,255,255,0.00392156862745098
37,58,255,255,255,0.00392156862745098
38,58,255,255,255,0.00392156862745098
39,58,255,255,255,0.00392156862745098
40,58,255,255,255,0.00392156862745098
41,58,255,255,255,0.00392156862745098
42,58,255,255,255,0.00392156862745098
43,58,255,255,255,0.00392156862745098
44,58,255,255,255,0.00392156862745098
45,58,255,255,255,0.00392156862745098
46,58,255,255,255,0.00392156862745098
47,58,255,255,255,0.00392156862745098
48,58,255,255,255,0.00392156862745098
49,58,255,255,255,0.00392156862745098
50,58,255,255,255,0.00392156862745098
51,58,255,255,255,0.00392156862745098
52,58,255,255,255,0.00392156862745098
53,58,255,255,255,0.00392156862745098
54,58,255,255,255,0.00392156862745098
55,58,255,255,255,0.00392156862745098
56,58,255,255,255,0.00392156862745098
57,58,255,255,255,0.00392156862745098
58,58,255,255,255,0.00392156862745098
59,58,255,255,255,0.00392156862745098
60,58,255,255,255,0.00392156862745098
61,58,255,255,255,0.00392156862745098
62,58,255,255,255,0.00392156862745098
63,58,255,255,255,0.00392156862745098
64,58,255,255,255,0.00392156862745098
65,58,255,255,255,0.00784313725490196
66,58,255,255,255,0.00784313725490196
67,58,255,255,255,0.011764705882352941
68,58,254,254,255,0.0196078431372549
69,58,254,254,255,0.03529411764705882
70,58,254,254,254,0.054901960784313725
71,58,253,253,254,0.08627450980392157
72,58,253,253,254,0.12941176470588237
73,58,251,252,253,0.18823529411764706
74,58,249,250,252,0.25882352941176473
75,58,246,247,250,0.33725490196078434
76,58,236,238,247,0.42745098039215684
77,58,231,234,248,0.5137254901960784
78,58,232,235,246,0.592156862745098
79,58,238,238,242,0.6627450980392157
80,58,236,237,245,0.7333333333333333
81,58,207,213,237,0.8
82,58,218,223,240,0.40784313725490196
2,59,254,254,255,0.03137254901960784
3,59,166,173,196,0.5568627450980392
4,59,113,121,153,0.7529411764705882
5,59,194,199,223,0.6862745098039216
6,59,217,222,245,0.6274509803921569
7,59,214,220,244,0.5568627450980392
8,59,223,228,248,0.4823529411764706
9,59,229,233,249,0.41568627450980394
10,59,234,237,250,0.3411764705882353
11,59,238,241,251,0.27450980392156865
12,59,243,245,252,0.21176470588235294
13,59,247,248,253,0.15294117647058825
14,59,250,250,253,0.10980392156862745
15,59,252,252,254,0.07450980392156863
16,59,254,254,254,0.047058823529411764
17,59,254,254,255,0.027450980392156862
18,59,254,254,255,0.0196078431372549
19,59,255,255,255,0.011764705882352941
20,59,255,255,255,0.00784313725490196
21,59,255,255,255,0.00392156862745098
22,59,255,255,255,0.00392156862745098
23,59,255,255,255,0.00392156862745098
24,59,255,255,255,0.00392156862745098
25,59,255,255,255,0.00392156862745098
26,59,255,255,255,0.00392156862745098
27,59,255,255,255,0.00392156862745098
28,59,255,255,255,0.00392156862745098
29,59,255,255,255,0.00392156862745098
30,59,255,255,255,0.00392156862745098
31,59,255,255,255,0.00392156862745098
32,59,255,255,255,0.00392156862745098
33,59,255,255,255,0.00392156862745098
34,59,255,255,255,0.00392156862745098
35,59,255,255,255,0.00392156862745098
36,59,255,255,255,0.00392156862745098
37,59,255,255,255,0.00392156862745098
38,59,255,255,255,0.00392156862745098
39,59,255,255,255,0.00392156862745098
40,59,255,255,255,0.00392156862745098
41,59,255,255,255,0.00392156862745098
42,59,255,255,255,0.00392156862745098
43,59,255,255,255,0.00392156862745098
44,59,255,255,255,0.00392156862745098
45,59,255,255,255,0.00392156862745098
46,59,255,255,255,0.00392156862745098
47,59,255,255,255,0.00392156862745098
48,59,255,255,255,0.00392156862745098
49,59,255,255,255,0.00392156862745098
50,59,255,255,255,0.00392156862745098
51,59,255,255,255,0.00392156862745098
52,59,255,255,255,0.00392156862745098
53,59,255,255,255,0.00392156862745098
54,59,255,255,255,0.00392156862745098
55,59,255,255,255,0.00392156862745098
56,59,255,255,255,0.00392156862745098
57,59,255,255,255,0.00392156862745098
58,59,255,255,255,0.00392156862745098
59,59,255,255,255,0.00392156862745098
60,59,255,255,255,0.00392156862745098
